slang,formal,context,category1,category2,category3
spy,supaya,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
tdk,tidak,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
mrk,mereka,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
yg,yang,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
jgn,jangan,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
kpd,kepada,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
mrk,mereka,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
mrk,mereka,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
knp,kenapa,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
mrk,mereka,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
justeru,justru,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,anaptiksis,0,0
sbg,sebagai,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
utk,untuk,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
yg,yang,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
klo,kalo,Jelek gitu kalian. Bilang cantik,zeroisasi,0,0
apah,apa,emang lu cantik apah?  @angelicaphatricia,anaptiksis,0,0
dak,indak,Angeli dak sopan ngatai fatin?,abreviasi,0,0
ngatai,mengatai,Angeli dak sopan ngatai fatin?,afiksasi,0,0
kln,kalian,Kln sukak kali kayaknya banggai fatin,abreviasi,0,0
sukak,suka,Kln sukak kali kayaknya banggai fatin,anaptiksis,0,0
ahh,ah,Ahh sudahlah @ansharhernanda @nh_harry,elongasi,0,0
alloh,allah,Ya alloh cantik pisan ihh???,modifikasi vokal,0,0
ihh,ih,Ya alloh cantik pisan ihh???,elongasi,0,0
ngajar,mengajar,"Kak fatin, kan papa nya kakak ngajar di sma aku hahaha ;;)",afiksasi,0,0
termuraaahhhh,termurah,Koleksi Softlens termuraaahhhh? cek,elongasi,0,0
udh,sudah,"Terimah kasih fatin,,,udh brkunjun d kab.Kepulauan aru.",abreviasi,0,0
brkunjun,berkunjung,"Terimah kasih fatin,,,udh brkunjun d kab.Kepulauan aru.",abreviasi,0,0
d,di,"Terimah kasih fatin,,,udh brkunjun d kab.Kepulauan aru.",abreviasi,0,0
bgt,banget,Manis bgt ka ???,abreviasi,0,0
bgt,banget,Cantik bgt kakkkk,abreviasi,0,0
yg,yang,#fatin 30 sungguh wanita yg anggun yg begitu banyak di gemari..,abreviasi,0,0
suarranya,suaranya,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",elongasi,0,0
dri,dari,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,0,0
sihh,sih,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",elongasi,0,0
bgt,banget,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,0,0
klo,kalo,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",zeroisasi,0,0
"bner""",benar-benar,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",reduplikasi,modifikasi vokal,abreviasi
suarranya,suaranya,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",elongasi,0,0
iu,itu,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,0,0
bgussss,bagus,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,elongasi,0
kmaren,kemarin,Kmaren mbak fatin saya ambilin tiket mobil nya pas mau ke LSPR..,abreviasi,modifikasi vokal,0
ambilin,mengambil,Kmaren mbak fatin saya ambilin tiket mobil nya pas mau ke LSPR..,afiksasi,0,0
yg,yang,"Follbck kakak yg cantik @fatin30,",abreviasi,0,0
syg,sayang,Terharu semangat cha syg :'),abreviasi,0,0
dgn,dengan,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
yg,yang,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
sy,saya,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
ttg,tentang,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
mdh2an,mudah-mudahan,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",reduplikasi,abreviasi,0
anak2,anak-anak,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",reduplikasi,0,0
mmg,memang,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
anak2,anak-anak,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",reduplikasi,0,0
dgn,dengan,"Tak ada ayah yang tak tersentuh dgn karakter sosok @marshanda99. Satu artikel yg pernah sy tulis ttg figur publik ini mdh2an bisa menginspirasi anak2 masa depan, bahwa kebaikan itu bukan dongeng tapi mmg ada dalam realita. @marshanda99 sudah mendidik anak2 masa depan dgn karakternya ini.",abreviasi,0,0
biasaaaa,biasa,@eviwlan luar biasaaaa,elongasi,0,0
luuuaar,luar,"Caca..kamu luuuaar biasa,seoarang anak yg berbakti,pepatah jawa mikul duwur mendem njero..disaat ortu tidak berdaya kau selalu hadir dg kasih..",elongasi,0,0
yg,yang,"Caca..kamu luuuaar biasa,seoarang anak yg berbakti,pepatah jawa mikul duwur mendem njero..disaat ortu tidak berdaya kau selalu hadir dg kasih..",abreviasi,0,0
ortu,orang tua,"Caca..kamu luuuaar biasa,seoarang anak yg berbakti,pepatah jawa mikul duwur mendem njero..disaat ortu tidak berdaya kau selalu hadir dg kasih..",akronim,0,0
dg,dengan,"Caca..kamu luuuaar biasa,seoarang anak yg berbakti,pepatah jawa mikul duwur mendem njero..disaat ortu tidak berdaya kau selalu hadir dg kasih..",abreviasi,0,0
bngt,banget,Salut bngt sma kak caca..,abreviasi,0,0
sma,sama,Salut bngt sma kak caca..,abreviasi,0,0
yaa,ya,"Terima kasih yaa@dr.rekti_fashion.kesehatan ? saranmu berhasil dok, akhirnya aku turun 10kg dan putihnya seluruh tubuh ini yaa allah seneng banget??",elongasi,0,0
seneng,senang,"Terima kasih yaa@dr.rekti_fashion.kesehatan ? saranmu berhasil dok, akhirnya aku turun 10kg dan putihnya seluruh tubuh ini yaa allah seneng banget??",modifikasi vokal,0,0
kereenn,keren,kereenn bgt terharu caca ????bangga bgtt ma km @marshanda99,elongasi,0,0
bgt,banget,kereenn bgt terharu caca ????bangga bgtt ma km @marshanda99,abreviasi,0,0
bgtt,banget,kereenn bgt terharu caca ????bangga bgtt ma km @marshanda99,abreviasi,elongasi,0
ma,sama,kereenn bgt terharu caca ????bangga bgtt ma km @marshanda99,zeroisasi,0,0
km,kamu,kereenn bgt terharu caca ????bangga bgtt ma km @marshanda99,abreviasi,0,0
yg,yang,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",abreviasi,0,0
redho,ridho,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",modifikasi vokal,0,0
rezki,rezeki,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",zeroisasi,0,0
yg,yang,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",abreviasi,0,0
kepd,kepada,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",abreviasi,0,0
org,orang,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",abreviasi,0,0
luaarrr,luar,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,elongasi,0,0
biasaaa,biasa,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,elongasi,0,0
kaka,kakak,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,zeroisasi,0,0
jadilh,jadilah,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
org,orang,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
yg,yang,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
org,orang,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
na,nya,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
kata2nya,kata-katanya,@auliaoktaviyani kata2nya ul bnr anget,reduplikasi,0,0
bnr,benar,@auliaoktaviyani kata2nya ul bnr anget,abreviasi,0,0
terhaaru,terharu,Terhaaru,elongasi,0,0
slalu,selalu,"Love you kak ?? semoga slalu diberi kesehatan kaka cha"" sama papanya ????",zeroisasi,0,0
kaka,kakak,"Love you kak ?? semoga slalu diberi kesehatan kaka cha"" sama papanya ????",zeroisasi,0,0
ttg,tentang,Mana lagi kabar terbaru ttg papahnya,abreviasi,0,0
orrunya,orang tuanya,Selalu ingat Allah dan berbakti kepada orrunya kak,akronim,salah ketik,0
udah,sudah,@marshanda99 udah lupa,zeroisasi,0,0
bnyak,banyak,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,0,0
aj,saja,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,0,0
ortu,orang tua,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,akronim,0,0
ga,enggak,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,zeroisasi,0
org,orang,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,0,0
kyak,kayak,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,0,0
gmn,bagaimana,@shalihahmoslem  Bnyak omong lu... Urus aj ortu lu .. Dasar buruk hati... Ga tau hidup org kyak gmn pke ikutan komentar.. Mending klo koment lu it baik.. koment lu tuh sok tau bnget .. ?,abreviasi,0,0
